Environmental package	Structured comment name	Definition	Expected value	Value syntax	Example	Preferred unit	Occurrence	MIXS ID	Item
human-associated	kidney_disord	History of kidney disorders; can include multiple disorders. The terms should be chosen from the DO (Human Disease Ontology) at http://www.disease-ontology.org, kidney disease (https://disease-ontology.org/?id=DOID:557). 	disorder name	{text}			m	MIXS:0000277	urine/kidney disorder
human-associated	urogenit_tract_disor	History of urogenital tract disorders; can include multiple disorders. The terms should be chosen from the DO (Human Disease Ontology) at http://www.disease-ontology.org, urinary system disease (https://disease-ontology.org/?id=DOID:18). 	disorder name	{text}			m	MIXS:0000278	urine/urogenital tract disorder
human-associated	urine_collect_meth	Specification of urine collection method	enumeration	[clean catch|catheter]	catheter		1	MIXS:0000899	urine/collection method
human-associated	perturbation	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types	perturbation type name;perturbation interval and duration	{text};{Rn/start_time/end_time/duration}	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M		m	MIXS:0000754	perturbation
human-associated	salinity	The total concentration of all dissolved salts in a liquid or solid sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater.	measurement value	{float} {unit}	25 practical salinity unit	practical salinity unit, percentage	1	MIXS:0000183	salinity
human-associated	oxy_stat_samp	Oxygenation status of sample	enumeration	[aerobic|anaerobic|other]	aerobic		1	MIXS:0000753	oxygenation status of sample
human-associated	temp	Temperature of the sample at the time of sampling	measurement value	{float} {unit}	25 degree Celsius	degree Celsius	1	MIXS:0000113	temperature
human-associated	organism_count	Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)	organism name;measurement value;enumeration	{text};{float} {unit};[qPCR|ATP|MPN|other]	total prokaryotes;3.5e7 cells per milliliter;qPCR	number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter	m	MIXS:0000103	organism count
human-associated	samp_vol_we_dna_ext	Volume (ml) or mass (g) of total collected sample processed for DNA extraction. Note: total sample collected should be entered under the term Sample Size (MIXS:0000001).	measurement value	{float} {unit}	1500 milliliter	millliter, gram, milligram, square centimeter	1	MIXS:0000111	sample volume or weight for DNA extraction
human-associated	samp_store_temp	Temperature at which sample was stored, e.g. -80 degree Celsius	measurement value	{float} {unit}	-80 degree Celsius	degree Celsius	1	MIXS:0000110	sample storage temperature
human-associated	samp_store_dur	Duration for which the sample was stored	duration	{duration}	P1Y6M		1	MIXS:0000116	sample storage duration
human-associated	host_symbiont	The taxonomic name of the organism(s) found living in mutualistic, commensalistic, or parasitic symbiosis with the specific host. The sampled symbiont can have its own symbionts. For example, parasites may have hyperparasites (=parasites of the parasite).	species name or common name	{text}	flukeworms		m	MIXS:0001298	observed host symbionts
human-associated	samp_store_loc	Location at which sample was stored, usually name of a specific freezer/room	location name	{text}	Freezer no:5		1	MIXS:0000755	sample storage location
human-associated	misc_param	Any other measurement performed or parameter collected, that is not listed here	parameter name;measurement value	{text};{float} {unit}	Bicarbonate ion concentration;2075 micromole per kilogram		m	MIXS:0000752	miscellaneous parameter
human-gut	samp_name	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	text	{text}	ISDsoil1		1	MIXS:0001107	sample name 
human-gut	project_name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		1	MIXS:0000092	project name
human-gut	gastrointest_disord	History of gastrointestinal tract disorders; can include multiple disorders. History of blood disorders; can include multiple disorders.  The terms should be chosen from the DO (Human Disease Ontology) at http://www.disease-ontology.org, gastrointestinal system disease (https://disease-ontology.org/?id=DOID:77).	disorder name	{text}			m	MIXS:0000280	gastrointestinal tract disorder
human-gut	liver_disord	History of liver disorders; can include multiple disorders. The terms should be chosen from the DO (Human Disease Ontology) at http://www.disease-ontology.org, liver disease (https://disease-ontology.org/?id=DOID:409).	disorder name	{text}			m	MIXS:0000282	liver disorder
human-gut	special_diet	Specification of special diet; can include multiple special diets	enumeration	[low carb|reduced calorie|vegetarian|other(to be specified)]	other:vegan		m	MIXS:0000905	special diet
human-gut	host_subject_id	A unique identifier by which each subject can be referred to, de-identified. 	unique identifier	{text}	MPI123		1	MIXS:0000861	host subject id
human-gut	host_age	Age of host at the time of sampling; relevant scale depends on species and study, e.g. Could be seconds for amoebae or centuries for trees	value	{float} {unit}	30 years	year, day, hour	1	MIXS:0000255	host age
human-gut	host_sex	Gender or physical sex of the host.	enumeration	"[female|hermaphrodite|non-binary|male|transgender|transgender (female to male)|transgender (male to female)
|undeclared]"	non-binary		1	MIXS:0000811	host sex
human-gut	host_disease_stat	List of diseases with which the host has been diagnosed; can include multiple diagnoses. The terms should be chosen from the DO (Human Disease Ontology) at https://www.disease-ontology.org.	disease name or Disease Ontology term	{termLabel} {[termID]}	measles [DOID:8622]		m	MIXS:0000031	host disease status
human-gut	ihmc_medication_code	Can include multiple medication codes	IHMC code	{integer}	810		m	MIXS:0000884	IHMC medication code
human-gut	chem_administration	List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi	CHEBI;timestamp	{termLabel} {[termID]};{timestamp}	agar [CHEBI:2509];2018-05-11T20:00Z		m	MIXS:0000751	chemical administration
human-gut	host_body_site	Name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). For foundational model of anatomy ontology (fma) (v 4.11.0) or Uber-anatomy ontology (UBERON) (v releases/2014-06-15) terms, please see http://purl.bioontology.org/ontology/FMA or http://purl.bioontology.org/ontology/UBERON	FMA or UBERON	{termLabel} {[termID]}	Wall of gut [fma45653]		1	MIXS:0000867	host body site
human-gut	host_body_product	Substance produced by the body, e.g. Stool, mucus, where the sample was obtained from. For foundational model of anatomy ontology (fma) or Uber-anatomy ontology (UBERON) terms, please see https://www.ebi.ac.uk/ols/ontologies/fma or https://www.ebi.ac.uk/ols/ontologies/uberon	FMA or UBERON	{termLabel} {[termID]}	Portion of mucus [fma66938]		1	MIXS:0000888	host body product
human-gut	host_tot_mass	Total mass of the host at collection, the unit depends on host	measurement value	{float} {unit}	65 kilogram	kilogram, gram	1	MIXS:0000263	host total mass
human-gut	host_height	The height of subject	measurement value	{float} {unit}	1.75 meter	centimeter, millimeter, meter	1	MIXS:0000264	host height
human-gut	host_diet	Type of diet depending on the host, for animals omnivore, herbivore etc., for humans high-fat, meditteranean etc.; can include multiple diet types	diet type	{text}	high-fat		m	MIXS:0000869	host diet
human-gut	host_last_meal	Content of last meal and time since feeding; can include multiple values	content;time interval	{text};{duration}	french fries;P5H30M		m	MIXS:0000870	host last meal
human-gut	host_family_relation	Relationships to other hosts in the same study; can include multiple relationships	relationship type;arbitrary identifier	{text};{text}	mother;ID298		m	MIXS:0000872	host family relationship
human-gut	host_genotype	Observed genotype	genotype	{text}	ST1		1	MIXS:0000365	host genotype
human-gut	host_phenotype	Phenotype of human or other host. For phenotypic quality ontology (pato) (v 2018-03-27) terms, please see http://purl.bioontology.org/ontology/pato. For Human Phenotype Ontology (HP) (v 2018-06-13) please see http://purl.bioontology.org/ontology/HP	PATO or HP	{termLabel} {[termID]}	Tinnitus [HP:0000360]		1	MIXS:0000874	host phenotype
human-gut	host_body_temp	Core body temperature of the host when sample was collected	measurement value	{float} {unit}	36.5 degree Celsius	degree Celsius	1	MIXS:0000274	host body temperature
human-gut	host_body_mass_index	Body mass index, calculated as weight/(height)squared	measurement value	{float} {unit}	22 kilogram per square meter	kilogram per square meter	1	MIXS:0000317	host body-mass index
human-gut	ethnicity	A category of people who identify with each other, usually on the basis of presumed similarities such as a common language, ancestry, history, society, culture, nation or social treatment within their residing area. https://en.wikipedia.org/wiki/List_of_contemporary_ethnic_groups	text recommend from Wikipedia list	{text}	native american		m	MIXS:0000895	ethnicity
human-gut	host_occupation	Most frequent job performed by subject	IHMC code	{integer}	veterinary		1	MIXS:0000896	host occupation
human-gut	medic_hist_perform	Whether full medical history was collected	true or false	{boolean}	True		1	MIXS:0000897	medical history performed
human-gut	host_pulse	Resting pulse, measured as beats per minute	measurement value	{float} {unit}	65 beats per minute	beats per minute	1	MIXS:0000333	host pulse
human-gut	perturbation	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types	perturbation type name;perturbation interval and duration	{text};{Rn/start_time/end_time/duration}	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M		m	MIXS:0000754	perturbation
human-gut	salinity	The total concentration of all dissolved salts in a liquid or solid sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater.	measurement value	{float} {unit}	25 practical salinity unit	practical salinity unit, percentage	1	MIXS:0000183	salinity
human-gut	oxy_stat_samp	Oxygenation status of sample	enumeration	[aerobic|anaerobic|other]	aerobic		1	MIXS:0000753	oxygenation status of sample
human-gut	temp	Temperature of the sample at the time of sampling	measurement value	{float} {unit}	25 degree Celsius	degree Celsius	1	MIXS:0000113	temperature
human-gut	organism_count	Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)	organism name;measurement value;enumeration	{text};{float} {unit};[qPCR|ATP|MPN|other]	total prokaryotes;3.5e7 cells per milliliter;qPCR	number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter	m	MIXS:0000103	organism count
human-gut	samp_store_temp	Temperature at which sample was stored, e.g. -80 degree Celsius	measurement value	{float} {unit}	-80 degree Celsius	degree Celsius	1	MIXS:0000110	sample storage temperature
human-gut	samp_vol_we_dna_ext	Volume (ml) or mass (g) of total collected sample processed for DNA extraction. Note: total sample collected should be entered under the term Sample Size (MIXS:0000001).	measurement value	{float} {unit}	1500 milliliter	millliter, gram, milligram, square centimeter	1	MIXS:0000111	sample volume or weight for DNA extraction
human-gut	samp_store_dur	Duration for which the sample was stored	duration	{duration}	P1Y6M		1	MIXS:0000116	sample storage duration
human-gut	host_symbiont	The taxonomic name of the organism(s) found living in mutualistic, commensalistic, or parasitic symbiosis with the specific host. The sampled symbiont can have its own symbionts. For example, parasites may have hyperparasites (=parasites of the parasite).	species name or common name	{text}	flukeworms		m	MIXS:0001298	observed host symbionts
human-gut	samp_store_loc	Location at which sample was stored, usually name of a specific freezer/room	location name	{text}	Freezer no:5		1	MIXS:0000755	sample storage location
human-gut	misc_param	Any other measurement performed or parameter collected, that is not listed here	parameter name;measurement value	{text};{float} {unit}	Bicarbonate ion concentration;2075 micromole per kilogram		m	MIXS:0000752	miscellaneous parameter
human-oral	samp_name	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	text	{text}	ISDsoil1		1	MIXS:0001107	sample name 
human-oral	project_name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		1	MIXS:0000092	project name
human-oral	nose_throat_disord	History of nose/mouth/teeth/throat disorders; can include multiple disorders. The terms should be chosen from the DO (Human Disease Ontology) at http://www.disease-ontology.org, nose disease (https://disease-ontology.org/?id=DOID:2825), mouth disease (https://disease-ontology.org/?id=DOID:403), tooth disease (https://disease-ontology.org/?id=DOID:1091), or upper respiratory tract disease (https://disease-ontology.org/?id=DOID:974).	disorder name	{text}			m	MIXS:0000283	nose/mouth/teeth/throat disorder
human-oral	time_last_toothbrush	Specification of the time since last toothbrushing	duration	{duration}	P2H45M		1	MIXS:0000924	time since last toothbrushing
human-oral	host_subject_id	A unique identifier by which each subject can be referred to, de-identified. 	unique identifier	{text}	MPI123		1	MIXS:0000861	host subject id
human-oral	host_age	Age of host at the time of sampling; relevant scale depends on species and study, e.g. Could be seconds for amoebae or centuries for trees	value	{float} {unit}	30 years	year, day, hour	1	MIXS:0000255	host age
human-oral	host_sex	Gender or physical sex of the host.	enumeration	"[female|hermaphrodite|non-binary|male|transgender|transgender (female to male)|transgender (male to female)
|undeclared]"	non-binary		1	MIXS:0000811	host sex
human-oral	host_disease_stat	List of diseases with which the host has been diagnosed; can include multiple diagnoses. The terms should be chosen from the DO (Human Disease Ontology) at https://www.disease-ontology.org.	disease name or Disease Ontology term	{termLabel} {[termID]}	measles [DOID:8622]		m	MIXS:0000031	host disease status
human-oral	ihmc_medication_code	Can include multiple medication codes	IHMC code	{integer}	810		m	MIXS:0000884	IHMC medication code
human-oral	chem_administration	List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi	CHEBI;timestamp	{termLabel} {[termID]};{timestamp}	agar [CHEBI:2509];2018-05-11T20:00Z		m	MIXS:0000751	chemical administration
human-oral	host_body_site	Name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). For foundational model of anatomy ontology (fma) (v 4.11.0) or Uber-anatomy ontology (UBERON) (v releases/2014-06-15) terms, please see http://purl.bioontology.org/ontology/FMA or http://purl.bioontology.org/ontology/UBERON	FMA or UBERON	{termLabel} {[termID]}	Epithelium of tongue [fma284658]		1	MIXS:0000867	host body site
human-oral	host_body_product	Substance produced by the body, e.g. Stool, mucus, where the sample was obtained from. For foundational model of anatomy ontology (fma) or Uber-anatomy ontology (UBERON) terms, please see https://www.ebi.ac.uk/ols/ontologies/fma or https://www.ebi.ac.uk/ols/ontologies/uberon	FMA or UBERON	{termLabel} {[termID]}	Portion of mucus [fma66938]		1	MIXS:0000888	host body product
human-oral	host_tot_mass	Total mass of the host at collection, the unit depends on host	measurement value	{float} {unit}	65 kilogram	kilogram, gram	1	MIXS:0000263	host total mass
human-oral	host_height	The height of subject	measurement value	{float} {unit}	1.75 meter	centimeter, millimeter, meter	1	MIXS:0000264	host height
human-oral	host_diet	Type of diet depending on the host, for animals omnivore, herbivore etc., for humans high-fat, meditteranean etc.; can include multiple diet types	diet type	{text}	high-fat		m	MIXS:0000869	host diet
human-oral	host_last_meal	Content of last meal and time since feeding; can include multiple values	content;duration	{text};{duration}	french fries;P5H30M		m	MIXS:0000870	host last meal
human-oral	host_family_relation	Relationships to other hosts in the same study; can include multiple relationships	relationship type;arbitrary identifier	{text};{text}	mother;ID298		m	MIXS:0000872	host family relationship
human-oral	host_genotype	Observed genotype	genotype	{text}	ST1		1	MIXS:0000365	host genotype
human-oral	host_phenotype	Phenotype of human or other host. For phenotypic quality ontology (pato) (v 2018-03-27) terms, please see http://purl.bioontology.org/ontology/pato. For Human Phenotype Ontology (HP) (v 2018-06-13) please see http://purl.bioontology.org/ontology/HP	PATO or HP	{termLabel} {[termID]}	Tinnitus [HP:0000360]		1	MIXS:0000874	host phenotype
human-oral	host_body_temp	Core body temperature of the host when sample was collected	measurement value	{float} {unit}	36.5 degree Celsius	degree Celsius	1	MIXS:0000274	host body temperature
human-oral	host_body_mass_index	Body mass index, calculated as weight/(height)squared	measurement value	{float} {unit}	22 kilogram per square meter	kilogram per square meter	1	MIXS:0000317	host body-mass index
human-oral	ethnicity	A category of people who identify with each other, usually on the basis of presumed similarities such as a common language, ancestry, history, society, culture, nation or social treatment within their residing area. https://en.wikipedia.org/wiki/List_of_contemporary_ethnic_groups	text recommend from Wikipedia list	{text}	native american		m	MIXS:0000895	ethnicity
human-oral	host_occupation	Most frequent job performed by subject	IHMC code	{integer}	veterinary		1	MIXS:0000896	host occupation
human-oral	medic_hist_perform	Whether full medical history was collected	true or false	{boolean}	True		1	MIXS:0000897	medical history performed
human-oral	host_pulse	Resting pulse, measured as beats per minute	measurement value	{float} {unit}	65 beats per minute	beats per minute	1	MIXS:0000333	host pulse
human-oral	perturbation	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types	perturbation type name;perturbation interval and duration	{text};{Rn/start_time/end_time/duration}	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M		m	MIXS:0000754	perturbation
human-oral	salinity	The total concentration of all dissolved salts in a liquid or solid sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater.	measurement value	{float} {unit}	25 practical salinity unit	practical salinity unit, percentage	1	MIXS:0000183	salinity
human-oral	oxy_stat_samp	Oxygenation status of sample	enumeration	[aerobic|anaerobic|other]	aerobic		1	MIXS:0000753	oxygenation status of sample
human-oral	temp	Temperature of the sample at the time of sampling	measurement value	{float} {unit}	25 degree Celsius	degree Celsius	1	MIXS:0000113	temperature
human-oral	organism_count	Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)	organism name;measurement value;enumeration	{text};{float} {unit};[qPCR|ATP|MPN|other]	total prokaryotes;3.5e7 cells per milliliter;qPCR	number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter	m	MIXS:0000103	organism count
human-oral	samp_vol_we_dna_ext	Volume (ml) or mass (g) of total collected sample processed for DNA extraction. Note: total sample collected should be entered under the term Sample Size (MIXS:0000001).	measurement value	{float} {unit}	1500 milliliter	millliter, gram, milligram, square centimeter	1	MIXS:0000111	sample volume or weight for DNA extraction
human-oral	samp_store_temp	Temperature at which sample was stored, e.g. -80 degree Celsius	measurement value	{float} {unit}	-80 degree Celsius	degree Celsius	1	MIXS:0000110	sample storage temperature
human-oral	samp_store_dur	Duration for which the sample was stored	duration	{duration}	P1Y6M		1	MIXS:0000116	sample storage duration
human-oral	host_symbiont	The taxonomic name of the organism(s) found living in mutualistic, commensalistic, or parasitic symbiosis with the specific host. The sampled symbiont can have its own symbionts. For example, parasites may have hyperparasites (=parasites of the parasite).	species name or common name	{text}	flukeworms		m	MIXS:0001298	observed host symbionts
human-oral	samp_store_loc	Location at which sample was stored, usually name of a specific freezer/room	location name	{text}	Freezer no:5		1	MIXS:0000755	sample storage location
human-oral	misc_param	Any other measurement performed or parameter collected, that is not listed here	parameter name;measurement value	{text};{float} {unit}	Bicarbonate ion concentration;2075 micromole per kilogram		m	MIXS:0000752	miscellaneous parameter
human-skin	samp_name	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	text	{text}	ISDsoil1		1	MIXS:0001107	sample name 
human-skin	project_name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		1	MIXS:0000092	project name
human-skin	dermatology_disord	History of dermatology disorders; can include multiple disorders. The terms should be chosen from the DO (Human Disease Ontology) at http://www.disease-ontology.org, skin disease (https://disease-ontology.org/?id=DOID:37).	disorder name	{text}			m	MIXS:0000284	dermatology disorder
human-skin	time_since_last_wash	Specification of the time since last wash	duration	{duration}	P1D		1	MIXS:0000943	time since last wash
human-skin	dominant_hand	Dominant hand of the subject	enumeration	[left|right|ambidextrous]	right		1	MIXS:0000944	dominant hand
human-skin	host_subject_id	A unique identifier by which each subject can be referred to, de-identified. 	unique identifier	{text}	MPI123		1	MIXS:0000861	host subject id
human-skin	host_age	Age of host at the time of sampling; relevant scale depends on species and study, e.g. Could be seconds for amoebae or centuries for trees	value	{float} {unit}	30 years	year, day, hour	1	MIXS:0000255	host age
human-skin	host_sex	Gender or physical sex of the host.	enumeration	"[female|hermaphrodite|non-binary|male|transgender|transgender (female to male)|transgender (male to female)
|undeclared]"	non-binary		1	MIXS:0000811	host sex
human-skin	host_disease_stat	List of diseases with which the host has been diagnosed; can include multiple diagnoses. The terms should be chosen from the DO (Human Disease Ontology) at https://www.disease-ontology.org.	disease name or Disease Ontology term	{termLabel} {[termID]}	measles [DOID:8622]		m	MIXS:0000031	host disease status
human-skin	ihmc_medication_code	Can include multiple medication codes	IHMC code	{integer}	810		m	MIXS:0000884	IHMC medication code
human-skin	chem_administration	List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi	CHEBI;timestamp	{termLabel} {[termID]};{timestamp}	agar [CHEBI:2509];2018-05-11T20:00Z		m	MIXS:0000751	chemical administration
human-skin	host_body_site	Name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). For foundational model of anatomy ontology (fma) (v 4.11.0) or Uber-anatomy ontology (UBERON) (v releases/2014-06-15) terms, please see http://purl.bioontology.org/ontology/FMA or http://purl.bioontology.org/ontology/UBERON	FMA or UBERON	{termLabel} {[termID]}	Skin of palm of left hand [fma38303]		1	MIXS:0000867	host body site
human-skin	host_body_product	Substance produced by the body, e.g. Stool, mucus, where the sample was obtained from. For foundational model of anatomy ontology (fma) or Uber-anatomy ontology (UBERON) terms, please see https://www.ebi.ac.uk/ols/ontologies/fma or https://www.ebi.ac.uk/ols/ontologies/uberon	FMA or UBERON	{termLabel} {[termID]}	Portion of mucus [fma66938]		1	MIXS:0000888	host body product
human-skin	host_tot_mass	Total mass of the host at collection, the unit depends on host	measurement value	{float} {unit}	65 kilogram	kilogram, gram	1	MIXS:0000263	host total mass
human-skin	host_height	The height of subject	measurement value	{float} {unit}	1.75 meter	centimeter, millimeter, meter	1	MIXS:0000264	host height
human-skin	host_diet	Type of diet depending on the host, for animals omnivore, herbivore etc., for humans high-fat, meditteranean etc.; can include multiple diet types	diet type	{text}	high-fat		m	MIXS:0000869	host diet
human-skin	host_last_meal	Content of last meal and time since feeding; can include multiple values	content;time interval	{text};{duration}	french fries;P5H30M		m	MIXS:0000870	host last meal
human-skin	host_family_relation	Relationships to other hosts in the same study; can include multiple relationships	relationship type;arbitrary identifier	{text};{text}	mother;ID298		m	MIXS:0000872	host family relationship
human-skin	host_genotype	Observed genotype	genotype	{text}	ST1		1	MIXS:0000365	host genotype
human-skin	host_phenotype	Phenotype of human or other host. For phenotypic quality ontology (pato) (v 2018-03-27) terms, please see http://purl.bioontology.org/ontology/pato. For Human Phenotype Ontology (HP) (v 2018-06-13) please see http://purl.bioontology.org/ontology/HP	PATO or HP	{termLabel} {[termID]}	Tinnitus [HP:0000360]		1	MIXS:0000874	host phenotype
human-skin	host_body_temp	Core body temperature of the host when sample was collected	measurement value	{float} {unit}	36.5 degree Celsius	degree Celsius	1	MIXS:0000274	host body temperature
human-skin	host_body_mass_index	Body mass index, calculated as weight/(height)squared	measurement value	{float} {unit}	22 kilogram per square meter	kilogram per square meter	1	MIXS:0000317	host body-mass index
human-skin	ethnicity	A category of people who identify with each other, usually on the basis of presumed similarities such as a common language, ancestry, history, society, culture, nation or social treatment within their residing area. https://en.wikipedia.org/wiki/List_of_contemporary_ethnic_groups	text recommend from Wikipedia list	{text}	native american		m	MIXS:0000895	ethnicity
human-skin	host_occupation	Most frequent job performed by subject	IHMC code	{integer}	veterinary		1	MIXS:0000896	host occupation
human-skin	medic_hist_perform	Whether full medical history was collected	true or false	{boolean}	True		1	MIXS:0000897	medical history performed
human-skin	host_pulse	Resting pulse, measured as beats per minute	measurement value	{float} {unit}	65 beats per minute	beats per minute	1	MIXS:0000333	host pulse
human-skin	perturbation	Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types	perturbation type name;perturbation interval and duration	{text};{Rn/start_time/end_time/duration}	antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M		m	MIXS:0000754	perturbation
human-skin	salinity	The total concentration of all dissolved salts in a liquid or solid sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater.	measurement value	{float} {unit}	25 practical salinity unit	practical salinity unit, percentage	1	MIXS:0000183	salinity
human-skin	oxy_stat_samp	Oxygenation status of sample	enumeration	[aerobic|anaerobic|other]	aerobic		1	MIXS:0000753	oxygenation status of sample
human-skin	temp	Temperature of the sample at the time of sampling	measurement value	{float} {unit}	25 degree Celsius	degree Celsius	1	MIXS:0000113	temperature
human-skin	organism_count	Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)	organism name;measurement value;enumeration	{text};{float} {unit};[qPCR|ATP|MPN|other]	total prokaryotes;3.5e7 cells per milliliter;qPCR	number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter	m	MIXS:0000103	organism count
human-skin	samp_vol_we_dna_ext	Volume (ml) or mass (g) of total collected sample processed for DNA extraction. Note: total sample collected should be entered under the term Sample Size (MIXS:0000001).	measurement value	{float} {unit}	1500 milliliter	millliter, gram, milligram, square centimeter	1	MIXS:0000111	sample volume or weight for DNA extraction
human-skin	samp_store_temp	Temperature at which sample was stored, e.g. -80 degree Celsius	measurement value	{float} {unit}	-80 degree Celsius	degree Celsius	1	MIXS:0000110	sample storage temperature
human-skin	samp_store_dur	Duration for which the sample was stored	duration	{duration}	P1Y6M		1	MIXS:0000116	sample storage duration
human-skin	samp_store_loc	Location at which sample was stored, usually name of a specific freezer/room	location name	{text}	Freezer no:5		1	MIXS:0000755	sample storage location
human-skin	host_symbiont	The taxonomic name of the organism(s) found living in mutualistic, commensalistic, or parasitic symbiosis with the specific host. The sampled symbiont can have its own symbionts. For example, parasites may have hyperparasites (=parasites of the parasite).	species name or common name	{text}	flukeworms		m	MIXS:0001298	observed host symbionts
human-skin	misc_param	Any other measurement performed or parameter collected, that is not listed here	parameter name;measurement value	{text};{float} {unit}	Bicarbonate ion concentration;2075 micromole per kilogram		m	MIXS:0000752	miscellaneous parameter
human-vaginal	samp_name	A local identifier or name that for the material sample used for extracting nucleic acids, and subsequent sequencing. It can refer either to the original material collected or to any derived sub-samples. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. INSDC requires every sample name from a single Submitter to be unique. Use of a globally unique identifier for the field source_mat_id is recommended in addition to sample_name.	text	{text}	ISDsoil1		1	MIXS:0001107	sample name 
human-vaginal	project_name	Name of the project within which the sequencing was organized.	text	{text}	Forest soil metagenome		1	MIXS:0000092	project name
human-vaginal	menarche	Date of most recent menstruation	timestamp	{timestamp}	2018-05-11 00:00:00		1	MIXS:0000965	menarche
human-vaginal	sexual_act	Current sexual partner and frequency of sex	partner sex;frequency	{text}			1	MIXS:0000285	sexual activity
