class	slot	recommended	required	slot_uri	checklist	slot notes	instance notes	scn token inconsistencies	sheet	MIXS ID	Environmental package	Structured comment name	Item (rdfs:label) / Package item	Definition	Expected value	Value syntax	Example	Section	Requirement	migs_eu	migs_ba	migs_pl	migs_vi	migs_org	mims	mimarks_s	mimarks_c	misag	mimag	miuvig	Preferred unit	Occurence/Occurrence
Sediment	diss_carb_dioxide			MIXS:0000436					environmental_packages	MIXS:0000436	sediment	diss_carb_dioxide	dissolved carbon dioxide	Concentration of dissolved carbon dioxide in the sample or liquid portion of the sample	measurement value	{float} {unit}	5 milligram per liter		X												micromole per liter, milligram per liter	1
Water	diss_carb_dioxide			MIXS:0000436					environmental_packages	MIXS:0000436	water	diss_carb_dioxide	dissolved carbon dioxide	Concentration of dissolved carbon dioxide in the sample or liquid portion of the sample	measurement value	{float} {unit}	5 milligram per liter		X												micromole per liter, milligram per liter	1
MicrobialMatBiofilm	diss_hydrogen			MIXS:0000179					environmental_packages	MIXS:0000179	microbial mat/biofilm	diss_hydrogen	dissolved hydrogen	Concentration of dissolved hydrogen	measurement value	{float} {unit}	0.3 micromole per liter		X												micromole per liter	1
MiscellaneousNaturalOrArtificialEnvironment	diss_hydrogen			MIXS:0000179					environmental_packages	MIXS:0000179	miscellaneous natural or artificial environment	diss_hydrogen	dissolved hydrogen	Concentration of dissolved hydrogen	measurement value	{float} {unit}	0.3 micromole per liter		X												micromole per liter	1
Sediment	diss_hydrogen			MIXS:0000179					environmental_packages	MIXS:0000179	sediment	diss_hydrogen	dissolved hydrogen	Concentration of dissolved hydrogen	measurement value	{float} {unit}	0.3 micromole per liter		X												micromole per liter	1
Water	diss_hydrogen			MIXS:0000179					environmental_packages	MIXS:0000179	water	diss_hydrogen	dissolved hydrogen	Concentration of dissolved hydrogen	measurement value	{float} {unit}	0.3 micromole per liter		X												micromole per liter	1
HydrocarbonResourcesCores	diss_inorg_carb			MIXS:0000434					environmental_packages	MIXS:0000434	hydrocarbon resources-cores	diss_inorg_carb	dissolved inorganic carbon	Dissolved inorganic carbon concentration in the sample, typically measured after filtering the sample using a 0.45 micrometer filter	measurement value	{float} {unit}	2059 micromole per kilogram		X												microgram per liter, milligram per liter, parts per million	1
HydrocarbonResourcesFluidsSwabs	diss_inorg_carb			MIXS:0000434					environmental_packages	MIXS:0000434	hydrocarbon resources-fluids/swabs	diss_inorg_carb	dissolved inorganic carbon	Dissolved inorganic carbon concentration in the sample, typically measured after filtering the sample using a 0.45 micrometer filter	measurement value	{float} {unit}	2059 micromole per kilogram		X												microgram per liter, milligram per liter, parts per million	1
MicrobialMatBiofilm	diss_inorg_carb			MIXS:0000434					environmental_packages	MIXS:0000434	microbial mat/biofilm	diss_inorg_carb	dissolved inorganic carbon	Dissolved inorganic carbon concentration in the sample, typically measured after filtering the sample using a 0.45 micrometer filter	measurement value	{float} {unit}	2059 micromole per kilogram		X												microgram per liter, milligram per liter, parts per million	1
MiscellaneousNaturalOrArtificialEnvironment	diss_inorg_carb			MIXS:0000434					environmental_packages	MIXS:0000434	miscellaneous natural or artificial environment	diss_inorg_carb	dissolved inorganic carbon	Dissolved inorganic carbon concentration in the sample, typically measured after filtering the sample using a 0.45 micrometer filter	measurement value	{float} {unit}	2059 micromole per kilogram		X												microgram per liter, milligram per liter, parts per million	1
Sediment	diss_inorg_carb			MIXS:0000434					environmental_packages	MIXS:0000434	sediment	diss_inorg_carb	dissolved inorganic carbon	Dissolved inorganic carbon concentration in the sample, typically measured after filtering the sample using a 0.45 micrometer filter	measurement value	{float} {unit}	2059 micromole per kilogram		X												microgram per liter, milligram per liter, parts per million	1
Water	diss_inorg_carb			MIXS:0000434					environmental_packages	MIXS:0000434	water	diss_inorg_carb	dissolved inorganic carbon	Dissolved inorganic carbon concentration in the sample, typically measured after filtering the sample using a 0.45 micrometer filter	measurement value	{float} {unit}	2059 micromole per kilogram		X												microgram per liter, milligram per liter, parts per million, micromole per kilogram	1
Water	diss_inorg_nitro			MIXS:0000698					environmental_packages	MIXS:0000698	water	diss_inorg_nitro	dissolved inorganic nitrogen	Concentration of dissolved inorganic nitrogen	measurement value	{float} {unit}	761 micromole per liter		X												microgram per liter, micromole per liter	1
Water	diss_inorg_phosp			MIXS:0000106					environmental_packages	MIXS:0000106	water	diss_inorg_phosp	dissolved inorganic phosphorus	Concentration of dissolved inorganic phosphorus in the sample	measurement value	{float} {unit}	56.5 micromole per liter		X												microgram per liter, milligram per liter, parts per million, micromole per liter	1
HydrocarbonResourcesCores	diss_org_carb			MIXS:0000433					environmental_packages	MIXS:0000433	hydrocarbon resources-cores	diss_org_carb	dissolved organic carbon	Concentration of dissolved organic carbon in the sample, liquid portion of the sample, or aqueous phase of the fluid	measurement value	{float} {unit}	197 micromole per liter		X												micromole per liter, milligram per liter	1
HydrocarbonResourcesFluidsSwabs	diss_org_carb			MIXS:0000433					environmental_packages	MIXS:0000433	hydrocarbon resources-fluids/swabs	diss_org_carb	dissolved organic carbon	Concentration of dissolved organic carbon in the sample, liquid portion of the sample, or aqueous phase of the fluid	measurement value	{float} {unit}	197 micromole per liter		X												micromole per liter, milligram per liter	1
MicrobialMatBiofilm	diss_org_carb			MIXS:0000433					environmental_packages	MIXS:0000433	microbial mat/biofilm	diss_org_carb	dissolved organic carbon	Concentration of dissolved organic carbon in the sample, liquid portion of the sample, or aqueous phase of the fluid	measurement value	{float} {unit}	197 micromole per liter		X												micromole per liter, milligram per liter	1
Sediment	diss_org_carb			MIXS:0000433					environmental_packages	MIXS:0000433	sediment	diss_org_carb	dissolved organic carbon	Concentration of dissolved organic carbon in the sample, liquid portion of the sample, or aqueous phase of the fluid	measurement value	{float} {unit}	197 micromole per liter		X												micromole per liter, milligram per liter	1
Water	diss_org_carb			MIXS:0000433					environmental_packages	MIXS:0000433	water	diss_org_carb	dissolved organic carbon	Concentration of dissolved organic carbon in the sample, liquid portion of the sample, or aqueous phase of the fluid	measurement value	{float} {unit}	197 micromole per liter		X												micromole per liter, milligram per liter	1
MicrobialMatBiofilm	diss_org_nitro			MIXS:0000162					environmental_packages	MIXS:0000162	microbial mat/biofilm	diss_org_nitro	dissolved organic nitrogen	Dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2	measurement value	{float} {unit}	0.05 micromole per liter		X												microgram per liter, milligram per liter	1
MiscellaneousNaturalOrArtificialEnvironment	diss_org_nitro			MIXS:0000162					environmental_packages	MIXS:0000162	miscellaneous natural or artificial environment	diss_org_nitro	dissolved organic nitrogen	Dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2	measurement value	{float} {unit}	0.05 micromole per liter		X												microgram per liter, milligram per liter	1
Sediment	diss_org_nitro			MIXS:0000162					environmental_packages	MIXS:0000162	sediment	diss_org_nitro	dissolved organic nitrogen	Dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2	measurement value	{float} {unit}	0.05 micromole per liter		X												microgram per liter, milligram per liter	1
Water	diss_org_nitro			MIXS:0000162					environmental_packages	MIXS:0000162	water	diss_org_nitro	dissolved organic nitrogen	Dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2	measurement value	{float} {unit}	0.05 micromole per liter		X												micromole per liter, microgram per liter, milligram per liter	1
MicrobialMatBiofilm	diss_oxygen			MIXS:0000119					environmental_packages	MIXS:0000119	microbial mat/biofilm	diss_oxygen	dissolved oxygen	Concentration of dissolved oxygen	measurement value	{float} {unit}	175 micromole per kilogram		X												micromole per kilogram, milligram per liter	1
MiscellaneousNaturalOrArtificialEnvironment	diss_oxygen			MIXS:0000119					environmental_packages	MIXS:0000119	miscellaneous natural or artificial environment	diss_oxygen	dissolved oxygen	Concentration of dissolved oxygen	measurement value	{float} {unit}	175 micromole per kilogram		X												micromole per kilogram, milligram per liter	1
Sediment	diss_oxygen			MIXS:0000119					environmental_packages	MIXS:0000119	sediment	diss_oxygen	dissolved oxygen	Concentration of dissolved oxygen	measurement value	{float} {unit}	175 micromole per kilogram		X												micromole per kilogram, milligram per liter	1
Water	diss_oxygen			MIXS:0000119					environmental_packages	MIXS:0000119	water	diss_oxygen	dissolved oxygen	Concentration of dissolved oxygen	measurement value	{float} {unit}	175 micromole per kilogram		X												micromole per kilogram, milligram per liter	1
HydrocarbonResourcesCores	diss_oxygen_fluid			MIXS:0000438					environmental_packages	MIXS:0000438	hydrocarbon resources-cores	diss_oxygen_fluid	dissolved oxygen in fluids	Concentration of dissolved oxygen in the oil field produced fluids as it contributes to oxgen-corrosion and microbial activity (e.g. Mic).	measurement value	{float} {unit}			X												micromole per kilogram, milligram per liter	1
HydrocarbonResourcesFluidsSwabs	diss_oxygen_fluid			MIXS:0000438					environmental_packages	MIXS:0000438	hydrocarbon resources-fluids/swabs	diss_oxygen_fluid	dissolved oxygen in fluids	Concentration of dissolved oxygen in the oil field produced fluids as it contributes to oxgen-corrosion and microbial activity (e.g. Mic).	measurement value	{float} {unit}			X												micromole per kilogram, milligram per liter	1
HumanSkin	dominant_hand			MIXS:0000944					environmental_packages	MIXS:0000944	human-skin	dominant_hand	dominant hand	Dominant hand of the subject	enumeration	[left|right|ambidextrous]	right		X													1
BuiltEnvironment	door_comp_type			MIXS:0000795					environmental_packages	MIXS:0000795	built environment	door_comp_type	door type, composite	The composite type of the door	enumeration	[metal covered|revolving|sliding|telescopic]	revolving		X													1
BuiltEnvironment	door_cond			MIXS:0000788					environmental_packages	MIXS:0000788	built environment	door_cond	door condition	The phsical condition of the door	enumeration	[damaged|needs repair|new|rupture|visible wear]	new		X													1
BuiltEnvironment	door_direct			MIXS:0000789					environmental_packages	MIXS:0000789	built environment	door_direct	door direction of opening	The direction the door opens	enumeration	[inward|outward|sideways]	inward		X													1
BuiltEnvironment	door_loc			MIXS:0000790					environmental_packages	MIXS:0000790	built environment	door_loc	door location	The relative location of the door in the room	enumeration	[north|south|east|west]	north		X													1
BuiltEnvironment	door_mat			MIXS:0000791					environmental_packages	MIXS:0000791	built environment	door_mat	door material	The material the door is composed of	enumeration	[aluminum|cellular PVC|engineered plastic|fiberboard|fiberglass|metal|thermoplastic alloy|vinyl|wood|wood/plastic composite]	wood		X													1
BuiltEnvironment	door_move			MIXS:0000792					environmental_packages	MIXS:0000792	built environment	door_move	door movement	The type of movement of the door	enumeration	[collapsible|folding|revolving|rolling shutter|sliding|swinging]	swinging		X													1
BuiltEnvironment	door_size			MIXS:0000158					environmental_packages	MIXS:0000158	built environment	door_size	door area or size	The size of the door	measurement value	{float} {unit}	2.5 square meter		X												square meter	1
BuiltEnvironment	door_type			MIXS:0000794					environmental_packages	MIXS:0000794	built environment	door_type	door type	The type of door material	enumeration	[composite|metal|wooden]	wooden		X													1
BuiltEnvironment	door_type_metal			MIXS:0000796					environmental_packages	MIXS:0000796	built environment	door_type_metal	door type, metal	The type of metal door	enumeration	[collapsible|corrugated steel|hollow|rolling shutters|steel plate]	hollow		X													1
BuiltEnvironment	door_type_wood			MIXS:0000797					environmental_packages	MIXS:0000797	built environment	door_type_wood	door type, wood	The type of wood door	enumeration	[bettened and ledged|battened|ledged and braced|battened|ledged and framed|battened|ledged, braced and frame|framed and paneled|glashed or sash|flush|louvered|wire gauged]	battened		X													1
BuiltEnvironment	door_water_mold			MIXS:0000793					environmental_packages	MIXS:0000793	built environment	door_water_mold	door signs of water/mold	Signs of the presence of mold or mildew on a door	enumeration	[presence of mold visible|no presence of mold visible]	presence of mold visible		X													1
HumanVaginal	douche			MIXS:0000967					environmental_packages	MIXS:0000967	human-vaginal	douche	douche	Date of most recent douche	timestamp	{timestamp}	43231		X													1
Water	down_par			MIXS:0000703					environmental_packages	MIXS:0000703	water	down_par	downward PAR	Visible waveband radiance and irradiance measurements in the water column	measurement value	{float} {unit}	28.71 microEinstein per square meter per second		X												microEinstein per square meter per second, microEinstein per square centimeter per second	1
Soil	drainage_class			MIXS:0001085					environmental_packages	MIXS:0001085	soil	drainage_class	drainage classification	Drainage classification from a standard system such as the USDA system	enumeration	[very poorly|poorly|somewhat poorly|moderately well|well|excessively drained]	well		X													1
BuiltEnvironment	drawings			MIXS:0000798					environmental_packages	MIXS:0000798	built environment	drawings	drawings	The buildings architectural drawings; if design is chosen, indicate phase-conceptual, schematic, design development, and construction documents	enumeration	[operation|as built|construction|bid|design|building navigation map|diagram|sketch]	sketch		X													1
HumanAssociated	drug_usage			MIXS:0000894					environmental_packages	MIXS:0000894	human-associated	drug_usage	drug usage	Any drug used by subject and the frequency of usage; can include multiple drugs used	drug name;frequency	{text};{integer}/[year|month|week|day|hour]	Lipitor;2/day		X													m
WastewaterSludge	efficiency_percent			MIXS:0000657					environmental_packages	MIXS:0000657	wastewater/sludge	efficiency_percent	efficiency percent	Percentage of volatile solids removed from the anaerobic digestor	measurement value	{float} {unit}			X												micromole per liter	1
Agriculture	elev			MIXS:0000093					environmental_packages	MIXS:0000093	agriculture	elev	elevation	Elevation of the sampling site is its height above a fixed reference point, most commonly the mean sea level. Elevation is mainly used when referring to points on the earth's surface, while altitude is used for points above the surface, such as an aircraft in flight or a spacecraft in orbit.	measurement value	{float} {unit}	100 meter		X													
HydrocarbonResourcesCores	elev			MIXS:0000093					environmental_packages	MIXS:0000093	hydrocarbon resources-cores	elev	elevation	Elevation of the sampling site is its height above a fixed reference point, most commonly the mean sea level. Elevation is mainly used when referring to points on the earth's surface, while altitude is used for points above the surface, such as an aircraft in flight or a spacecraft in orbit	measurement value	{float} {unit}	100 meter		X												meter	1
BuiltEnvironment	elevator			MIXS:0000799					environmental_packages	MIXS:0000799	built environment	elevator	elevator count	The number of elevators within the built structure	value	{integer}	2		X													1
WastewaterSludge	emulsions			MIXS:0000660					environmental_packages	MIXS:0000660	wastewater/sludge	emulsions	emulsions	Amount or concentration of substances such as paints, adhesives, mayonnaise, hair colorants, emulsified oils, etc.; can include multiple emulsion types	emulsion name;measurement value	{text};{float} {unit}			X												gram per liter	m
FoodAnimalAndAnimalFeed	enrichment_protocol			MIXS:0001177					environmental_packages	MIXS:0001177	food-animal and animal feed	enrichment_protocol	enrichment protocol	The microbiological workflow or protocol followed to test for the presence or enumeration of the target microbial analyte(s). Please provide a PubMed or DOI reference for published protocols.	PMID,DOI,url or free text	{PMID}|{DOI}|{URL}|{text}	BAM Chapter 4: Enumeration of Escherichia coli and the Coliform Bacteria		X													1
FoodFarmEnvironment	enrichment_protocol			MIXS:0001177					environmental_packages	MIXS:0001177	food-farm environment	enrichment_protocol	enrichment protocol	The microbiological workflow or protocol followed to test for the presence or enumeration of the target microbial analyte(s).  Please provide a PubMed or DOI reference for published protocols.	PMID,DOI,url or free text	{PMID}|{DOI}|{URL}|{text}	BAM Chapter 4: Enumeration of Escherichia coli and the Coliform Bacteria		X													1
FoodFoodProductionFacility	enrichment_protocol			MIXS:0001177					environmental_packages	MIXS:0001177	food-food production facility	enrichment_protocol	enrichment protocol	The microbiological workflow or protocol followed to test for the presence or enumeration of the target microbial analyte(s). Please provide a PubMed or DOI reference for published protocols.	PMID,DOI,url or free text	{PMID}|{DOI}|{URL}|{text}	BAM Chapter 4: Enumeration of Escherichia coli and the Coliform Bacteria		X													1
FoodHumanFoods	enrichment_protocol			MIXS:0001177					environmental_packages	MIXS:0001177	food-human foods	enrichment_protocol	enrichment protocol	The microbiological workflow or protocol followed to test for the presence or enumeration of the target microbial analyte(s). Please provide a PubMed or DOI reference for published protocols.	PMID,DOI,url or free text	{PMID}|{DOI}|{URL}|{text}	BAM Chapter 4: Enumeration of Escherichia coli and the Coliform Bacteria		X													1
FoodFoodProductionFacility	env_monitoring_zone			MIXS:0001254					environmental_packages	MIXS:0001254	food-food production facility	env_monitoring_zone	food production environmental monitoring zone	An environmental monitoring zone is a formal designation as part of an environmental monitoring program, in which areas of a food production facility are categorized, commonly as zones 1-4, based on likelihood or risk of foodborne pathogen contamination. This field accepts terms listed under food production environmental monitoring zone (http://purl.obolibrary.org/obo/ENVO). Please add a term to indicate the environmental monitoring zone the sample was taken from.	ENVO	{termLabel} {[termID]}	Zone 1		X													1
BuiltEnvironment	escalator			MIXS:0000800					environmental_packages	MIXS:0000800	built environment	escalator	escalator count	The number of escalators within the built structure	value	{integer}	4		X													1
HumanAssociated	ethnicity			MIXS:0000895					environmental_packages	MIXS:0000895	human-associated	ethnicity	ethnicity	A category of people who identify with each other, usually on the basis of presumed similarities such as a common language, ancestry, history, society, culture, nation or social treatment within their residing area. https://en.wikipedia.org/wiki/List_of_contemporary_ethnic_groups	text recommend from Wikipedia list	{text}	native american		X													m
HumanGut	ethnicity			MIXS:0000895					environmental_packages	MIXS:0000895	human-gut	ethnicity	ethnicity	A category of people who identify with each other, usually on the basis of presumed similarities such as a common language, ancestry, history, society, culture, nation or social treatment within their residing area. https://en.wikipedia.org/wiki/List_of_contemporary_ethnic_groups	text recommend from Wikipedia list	{text}	native american		X													m
HumanOral	ethnicity			MIXS:0000895					environmental_packages	MIXS:0000895	human-oral	ethnicity	ethnicity	A category of people who identify with each other, usually on the basis of presumed similarities such as a common language, ancestry, history, society, culture, nation or social treatment within their residing area. https://en.wikipedia.org/wiki/List_of_contemporary_ethnic_groups	text recommend from Wikipedia list	{text}	native american		X													m
HumanSkin	ethnicity			MIXS:0000895					environmental_packages	MIXS:0000895	human-skin	ethnicity	ethnicity	A category of people who identify with each other, usually on the basis of presumed similarities such as a common language, ancestry, history, society, culture, nation or social treatment within their residing area. https://en.wikipedia.org/wiki/List_of_contemporary_ethnic_groups	text recommend from Wikipedia list	{text}	native american		X													m
HumanVaginal	ethnicity			MIXS:0000895					environmental_packages	MIXS:0000895	human-vaginal	ethnicity	ethnicity	A category of people who identify with each other, usually on the basis of presumed similarities such as a common language, ancestry, history, society, culture, nation or social treatment within their residing area. https://en.wikipedia.org/wiki/List_of_contemporary_ethnic_groups	text recommend from Wikipedia list	{text}	native american		X													m
BuiltEnvironment	exp_duct			MIXS:0000144					environmental_packages	MIXS:0000144	built environment	exp_duct	exposed ductwork	The amount of exposed ductwork in the room	measurement value	{float} {unit}			X												square meter	1
BuiltEnvironment	exp_pipe			MIXS:0000220					environmental_packages	MIXS:0000220	built environment	exp_pipe	exposed pipes	The number of exposed pipes in the room	measurement value	{integer}			X													1
FoodAnimalAndAnimalFeed	experimental_factor			MIXS:0000008					environmental_packages	MIXS:0000008	food-animal and animal feed	experimental_factor	experimental factor	Experimental factors are essentially the variable aspects of an experiment design which can be used to describe an experiment, or set of experiments, in an increasingly detailed manner. This field accepts ontology terms from Experimental Factor Ontology (EFO) and/or Ontology for Biomedical Investigations (OBI). For a browser of EFO (v 2.95) terms, please see http://purl.bioontology.org/ontology/EFO; for a browser of OBI (v 2018-02-12) terms please see http://purl.bioontology.org/ontology/OBI.	text or EFO and/or OBI	{termLabel} {[termID]}|{text}	time series design [EFO:0001779]		X													m
FoodFoodProductionFacility	experimental_factor			MIXS:0000008					environmental_packages	MIXS:0000008	food-food production facility	experimental_factor	experimental factor	Experimental factors are essentially the variable aspects of an experiment design which can be used to describe an experiment, or set of experiments, in an increasingly detailed manner. This field accepts ontology terms from Experimental Factor Ontology (EFO) and/or Ontology for Biomedical Investigations (OBI). For a browser of EFO (v 2.95) terms, please see http://purl.bioontology.org/ontology/EFO; for a browser of OBI (v 2018-02-12) terms please see http://purl.bioontology.org/ontology/OBI.	text or EFO and/or OBI	{termLabel} {[termID]}|{text}	time series design [EFO:EFO_0001779]		X													m
FoodHumanFoods	experimental_factor			MIXS:0000008					environmental_packages	MIXS:0000008	food-human foods	experimental_factor	experimental factor	Experimental factors are essentially the variable aspects of an experiment design which can be used to describe an experiment, or set of experiments, in an increasingly detailed manner. This field accepts ontology terms from Experimental Factor Ontology (EFO) and/or Ontology for Biomedical Investigations (OBI). For a browser of EFO (v 2.95) terms, please see http://purl.bioontology.org/ontology/EFO; for a browser of OBI (v 2018-02-12) terms please see http://purl.bioontology.org/ontology/OBI.	text or EFO and/or OBI	{termLabel} {[termID]}|{text}	time series design [EFO:0001779]		X													m
BuiltEnvironment	ext_door			MIXS:0000170					environmental_packages	MIXS:0000170	built environment	ext_door	exterior door count	The number of exterior doors in the built structure	value	{integer}			X													1
BuiltEnvironment	ext_wall_orient			MIXS:0000817					environmental_packages	MIXS:0000817	built environment	ext_wall_orient	orientations of exterior wall	The orientation of the exterior wall	enumeration	[north|south|east|west|northeast|southeast|southwest|northwest]	northwest		X													1
BuiltEnvironment	ext_window_orient			MIXS:0000818					environmental_packages	MIXS:0000818	built environment	ext_window_orient	orientations of exterior window	The compass direction the exterior window of the room is facing	enumeration	[north|south|east|west|northeast|southeast|southwest|northwest]	southwest		X													1
FoodFarmEnvironment	extr_weather_event			MIXS:0001141					environmental_packages	MIXS:0001141	food-farm environment	extr_weather_event	extreme weather event	Unusual weather events that may have affected microbial populations. Multiple terms can be separated by pipes, listed in reverse chronological order.	enumeration	[drought|dust storm|extreme cold|extreme heat|flood|frost|hail|high precipitationhigh winds]	hail		X													m
Soil	extreme_event			MIXS:0000320					environmental_packages	MIXS:0000320	soil	extreme_event	history/extreme events	Unusual physical events that may have affected microbial populations	date	{timestamp}			X													1
FoodFoodProductionFacility	facility_type			MIXS:0001252					environmental_packages	MIXS:0001252	food-food production facility	facility_type	facility type	Establishment details about the type of facility where the sample was taken. This is independent of the specific product(s) within the facility.	enumeration	[ambient storage|caterer-catering point|distribution|frozen storage|importer-broker|interstate conveyance|labeler-relabeler|manufacturing-processing|packaging|refrigerated storage|storage]	manufacturing-processing		X													m
Soil	fao_class			MIXS:0001083					environmental_packages	MIXS:0001083	soil	fao_class	soil_taxonomic/FAO classification	Soil classification from the FAO World Reference Database for Soil Resources. The list can be found at http://www.fao.org/nr/land/sols/soil/wrb-soil-maps/reference-groups	enumeration	[Acrisols|Andosols|Arenosols|Cambisols|Chernozems|Ferralsols|Fluvisols|Gleysols|Greyzems|Gypsisols|Histosols|Kastanozems|Lithosols|Luvisols|Nitosols|Phaeozems|Planosols|Podzols|Podzoluvisols|Rankers|Regosols|Rendzinas|Solonchaks|Solonetz|Vertisols|Yermosols]	Luvisols		X													1
Agriculture	farm_equip			MIXS:0001126					environmental_packages	MIXS:0001126	agriculture	farm_equip	farm equipment used	List of equipment used for planting, fertilization, harvesting, irrigation, land levelling, residue management, weeding or transplanting during the growing season. This field accepts terms listed under agricultural implement (http://purl.obolibrary.org/obo/AGRO_00000416). Multiple terms can be separated by pipes.	AGRO:00000416	{termLabel} {[termID]}	combine harvester [AGRO:00000473]		X													
FoodFarmEnvironment	farm_equip			MIXS:0001126					environmental_packages	MIXS:0001126	food-farm environment	farm_equip	farm equipment used	List of equipment used for planting, fertilization, harvesting, irrigation, land levelling, residue management, weeding or transplanting during the growing season.  This field accepts terms listed under agricultural implement (http://purl.obolibrary.org/obo/AGRO_00000416). Multiple terms can be separated by pipes.	AGRO:00000416	{termLabel} {[termID]}	combine harvester [AGRO:00000473]		X													m
Agriculture	farm_equip_san			MIXS:0001124					environmental_packages	MIXS:0001124	agriculture	farm_equip_san	farm equipment sanitization	Method used to sanitize growing and harvesting equipment including type and concentration of sanitizing solution and frequency of sanitization.					X													
FoodFarmEnvironment	farm_equip_san			MIXS:0001124					environmental_packages	MIXS:0001124	food-farm environment	farm_equip_san	farm equipment sanitization	Method used to sanitize growing and harvesting equipment. This can including type and concentration of sanitizing solution.  Multiple terms can be separated by one or more pipes.	text or commercial name of sanitizer or class of sanitizer or active ingredient in sanitizer	{text} {float} {unit}	hot water pressure wash, hypochlorite solution, 50 parts per million		X												parts per million	m
FoodFarmEnvironment	farm_equip_san_freq			MIXS:0001125					environmental_packages	MIXS:0001125	food-farm environment	farm_equip_san_freq	farm equipment sanitization frequency	The number of times farm equipment is cleaned. Frequency of cleaning might be on a Daily basis, Weekly, Monthly, Quarterly or Annually.	text	{text}	Biweekly		X													1
Agriculture	farm_equip_shared			MIXS:0001123					environmental_packages	MIXS:0001123	agriculture	farm_equip_shared	equipment shared with other farms	List of planting, growing or harvesting equipment shared with other farms.					X													
FoodFarmEnvironment	farm_equip_shared			MIXS:0001123					environmental_packages	MIXS:0001123	food-farm environment	farm_equip_shared	equipment shared with other farms	List of planting, growing or harvesting equipment shared with other farms. This field accepts terms listed under agricultural implement (http://purl.obolibrary.org/obo/AGRO_00000416). Multiple terms can be separated by pipes.	AGRO:00000416	{termLabel} {[termID]}	combine harvester [AGRO:00000473]		X													m
Agriculture	fertilizer_admin			MIXS:0001127					environmental_packages	MIXS:0001127	agriculture	fertilizer_admin	fertilizer administration	Type of fertilizer or amendment added to the soil or water for the purpose of improving substrate health and quality for plant growth. This field accepts terms listed under agronomic fertilizer (http://purl.obolibrary.org/obo/AGRO_00002062). Multiple terms may apply and can be separated by pipes, listing in reverse chronological order.	AGRO_00002062	{termLabel} {[termID]}	fish emulsion [AGRO:00000082]		X													1
FoodFarmEnvironment	fertilizer_admin			MIXS:0001127					environmental_packages	MIXS:0001127	food-farm environment	fertilizer_admin	fertilizer administration	Type of fertilizer or amendment added to the soil or water for the purpose of improving substrate health and quality for plant growth. This field accepts terms listed under agronomic fertilizer (http://purl.obolibrary.org/obo/AGRO_00002062). Multiple terms may apply and can be separated by pipes, listing in reverse chronological order.	AGRO_00002062	{termLabel} {[termID]}	fish emulsion [AGRO:00000082]		X													1
FoodFarmEnvironment	fertilizer_date			MIXS:0001128					environmental_packages	MIXS:0001128	food-farm environment	fertilizer_date	fertilizer administration date	Date of administration of soil amendment or fertilizer. Multiple terms may apply and can be separated by pipes, listing in reverse chronological order.	date and time	{timestamp}	2018-05-11T10:00:00+01:00		X													1
PlantAssociated	fertilizer_regm			MIXS:0000556					environmental_packages	MIXS:0000556	plant-associated	fertilizer_regm	fertilizer regimen	Information about treatment involving the use of fertilizers; should include the name of fertilizer, amount administered, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple fertilizer regimens	fertilizer name;fertilizer amount;treatment interval and duration	{text};{float} {unit};{Rn/start_time/end_time/duration}	urea;0.6 milligram per liter;R2/2018-05-11:T14:30/2018-05-11T19:30/P1H30M		X												gram, mole per liter, milligram per liter	m
Soil	fire			MIXS:0001086					environmental_packages	MIXS:0001086	soil	fire	history/fire	Historical and/or physical evidence of fire	date	{timestamp}			X													1
BuiltEnvironment	fireplace_type			MIXS:0000802					environmental_packages	MIXS:0000802	built environment	fireplace_type	fireplace type	A firebox with chimney	enumeration	[gas burning|wood burning]	wood burning		X													1
Soil	flooding			MIXS:0000319					environmental_packages	MIXS:0000319	soil	flooding	history/flooding	Historical and/or physical evidence of flooding	date	{timestamp}			X													1
BuiltEnvironment	floor_age			MIXS:0000164					environmental_packages	MIXS:0000164	built environment	floor_age	floor age	The time period since installment of the carpet or flooring	value	{float} {unit}			X												years, weeks, days	1
BuiltEnvironment	floor_area			MIXS:0000165					environmental_packages	MIXS:0000165	built environment	floor_area	floor area	The area of the floor space within the room	measurement value	{float} {unit}			X												square meter	1
BuiltEnvironment	floor_cond			MIXS:0000803					environmental_packages	MIXS:0000803	built environment	floor_cond	floor condition	The physical condition of the floor at the time of sampling; photos or video preferred; use drawings to indicate location of damaged areas	enumeration	[new|visible wear|needs repair|damaged|rupture]	new		X													1
BuiltEnvironment	floor_count			MIXS:0000225					environmental_packages	MIXS:0000225	built environment	floor_count	floor count	The number of floors in the building, including basements and mechanical penthouse	value	{integer}			X													1
BuiltEnvironment	floor_finish_mat			MIXS:0000804					environmental_packages	MIXS:0000804	built environment	floor_finish_mat	floor finish material	The floor covering type; the finished surface that is walked on	enumeration	[tile|wood strip or parquet|carpet|rug|laminate wood|lineoleum|vinyl composition tile|sheet vinyl|stone|bamboo|cork|terrazo|concrete|none;specify unfinished|sealed|clear finish|paint]	carpet		X													1
